year,home_team,away_team,winner,tie,day,date,time,pts_win,pts_loss,yds_win,turnovers_win,yds_loss,turnovers_loss,home_team_name,home_team_city,away_team_name,away_team_city,kickoff_time,week_num,total,home,away,attendance,wins,loss,points_for,points_against,points_differential,margin_of_victory,strength_of_schedule,simple_rating,offensive_ranking,defensive_ranking,playoffs,sb_winner,home_score_diff,team_tier
2018,Tampa Bay Buccaneers,Philadelphia Eagles,Tampa Bay Buccaneers,0,Sun,2018-09-16,1:00PM,27,21,436,2,412,2,Buccaneers,Tampa Bay,Eagles,Philadelphia,2018-09-16 13:00:00,2,999843,434855,564988,56552,5,11,396,464,-68,-4.3,1.7,-2.6,2.0,-4.6,No Playoffs,No Superbowl,6,Elite Offense
2018,Atlanta Falcons,Carolina Panthers,Atlanta Falcons,0,Sun,2018-09-16,1:00PM,31,24,442,1,439,1,Falcons,Atlanta,Panthers,Carolina,2018-09-16 13:00:00,2,1119143,583184,535959,72528,7,9,414,423,-9,-0.6,0.4,-0.1,2.5,-2.6,No Playoffs,No Superbowl,7,Elite Offense
2018,Pittsburgh Steelers,Kansas City Chiefs,Kansas City Chiefs,0,Sun,2018-09-16,1:00PM,42,37,449,1,475,0,Steelers,Pittsburgh,Chiefs,Kansas City,2018-09-16 13:00:00,2,1040509,507651,532858,63956,9,6,428,360,68,4.3,1.3,5.6,3.9,1.7,No Playoffs,No Superbowl,-5,Elite Offense
2018,New York Jets,Miami Dolphins,Miami Dolphins,0,Sun,2018-09-16,1:00PM,20,12,257,2,362,3,Jets,New York,Dolphins,Miami,2018-09-16 13:00:00,2,1130823,623856,506967,77982,4,12,333,441,-108,-6.8,-1.1,-7.8,-2.0,-5.9,No Playoffs,No Superbowl,-8,
2018,New Orleans Saints,Cleveland Browns,New Orleans Saints,0,Sun,2018-09-16,1:00PM,21,18,275,2,327,1,Saints,New Orleans,Browns,Cleveland,2018-09-16 13:00:00,2,1147700,584411,563289,73086,13,3,504,353,151,9.4,0.6,10.1,7.9,2.2,Playoffs,No Superbowl,3,Elite Offense
2018,Tennessee Titans,Houston Texans,Tennessee Titans,0,Sun,2018-09-16,1:00PM,20,17,283,0,437,1,Titans,Tennessee,Texans,Houston,2018-09-16 13:00:00,2,1092094,516161,575933,62372,9,7,310,303,7,0.4,-0.2,0.2,-3.2,3.5,No Playoffs,No Superbowl,3,
2018,Washington Redskins,Indianapolis Colts,Indianapolis Colts,0,Sun,2018-09-16,1:00PM,21,9,281,2,334,1,Redskins,Washington,Colts,Indianapolis,2018-09-16 13:00:00,2,1043167,488227,554940,57013,7,9,281,359,-78,-4.9,-0.1,-4.9,-5.6,0.6,No Playoffs,No Superbowl,-12,
2018,Buffalo Bills,Los Angeles Chargers,Los Angeles Chargers,0,Sun,2018-09-16,1:00PM,31,20,349,0,293,2,Bills,Buffalo,Chargers,Los Angeles,2018-09-16 13:00:00,2,1072899,519695,553204,69187,6,10,269,374,-105,-6.6,-0.3,-6.9,-6.3,-0.6,No Playoffs,No Superbowl,-11,
2018,San Francisco 49ers,Detroit Lions,San Francisco 49ers,0,Sun,2018-09-16,4:05PM,30,27,346,0,427,1,49ers,San Francisco,Lions,Detroit,2018-09-16 16:05:00,2,1052454,553190,499264,70164,4,12,342,435,-93,-5.8,0.3,-5.5,-2.5,-3.1,No Playoffs,No Superbowl,3,
2018,Los Angeles Rams,Arizona Cardinals,Los Angeles Rams,0,Sun,2018-09-16,4:05PM,34,0,432,1,137,1,Rams,Los Angeles,Cardinals,Arizona,2018-09-16 16:05:00,2,1102409,579439,522970,66515,13,3,527,384,143,8.9,-0.4,8.5,9.5,-1.1,Playoffs,No Superbowl,34,Elite Offense
2018,Jacksonville Jaguars,New England Patriots,Jacksonville Jaguars,0,Sun,2018-09-16,4:25PM,31,20,480,2,302,1,Jaguars,Jacksonville,Patriots,New England,2018-09-16 16:25:00,2,1109899,552589,557310,68527,5,11,245,316,-71,-4.4,0.4,-4.0,-8.1,4.0,No Playoffs,No Superbowl,11,
2018,Denver Broncos,Oakland Raiders,Denver Broncos,0,Sun,2018-09-16,4:25PM,20,19,385,1,373,0,Broncos,Denver,Raiders,Oakland,2018-09-16 16:25:00,2,1092324,611571,480753,76696,6,10,329,349,-20,-1.3,0.7,-0.5,-3.6,3.1,No Playoffs,No Superbowl,1,
2018,Dallas Cowboys,New York Giants,Dallas Cowboys,0,Sun,2018-09-16,8:20PM,20,13,298,0,255,1,Cowboys,Dallas,Giants,New York,2018-09-16 20:20:00,2,1303393,732958,570435,90512,10,6,339,324,15,0.9,0.2,1.1,-1.9,2.9,Playoffs,No Superbowl,7,
2018,Chicago Bears,Seattle Seahawks,Chicago Bears,0,Mon,2018-09-17,8:15PM,24,17,271,2,276,2,Bears,Chicago,Seahawks,Seattle,2018-09-17 20:15:00,2,1045568,490750,554818,57960,12,4,421,283,138,8.6,-2.3,6.3,1.5,4.8,Playoffs,No Superbowl,7,Elite Offense
2018,Cleveland Browns,New York Jets,Cleveland Browns,0,Thu,2018-09-20,8:20PM,21,17,323,0,268,3,Browns,Cleveland,Jets,New York,2018-09-20 20:20:00,3,1045441,526122,519319,67431,7,8,359,392,-33,-2.1,1.7,-0.3,-1.0,0.6,No Playoffs,No Superbowl,4,
2018,Houston Texans,New York Giants,New York Giants,0,Sun,2018-09-23,1:00PM,27,22,379,0,427,2,Texans,Houston,Giants,New York,2018-09-23 13:00:00,3,1112480,574439,538041,71838,11,5,402,316,86,5.4,-1.5,3.8,2.4,1.4,Playoffs,No Superbowl,-5,Elite Offense
2018,Baltimore Ravens,Denver Broncos,Baltimore Ravens,0,Sun,2018-09-23,1:00PM,27,14,342,0,293,1,Ravens,Baltimore,Broncos,Denver,2018-09-23 13:00:00,3,1053383,563451,489932,70156,10,6,389,287,102,6.4,0.6,7.0,0.6,6.4,Playoffs,No Superbowl,13,Elite Offense
2018,Philadelphia Eagles,Indianapolis Colts,Philadelphia Eagles,0,Sun,2018-09-23,1:00PM,20,16,379,2,209,0,Eagles,Philadelphia,Colts,Indianapolis,2018-09-23 13:00:00,3,1149737,557568,592169,69696,9,7,367,348,19,1.2,0.5,1.7,0.0,1.8,Playoffs,No Superbowl,4,
2018,Minnesota Vikings,Buffalo Bills,Buffalo Bills,0,Sun,2018-09-23,1:00PM,27,6,292,0,292,3,Vikings,Minnesota,Bills,Buffalo,2018-09-23 13:00:00,3,1090834,534491,556343,66800,8,7,360,341,19,1.2,-0.6,0.6,-1.2,1.8,No Playoffs,No Superbowl,-21,
2018,Washington Redskins,Green Bay Packers,Washington Redskins,0,Sun,2018-09-23,1:00PM,31,17,386,1,340,1,Redskins,Washington,Packers,Green Bay,2018-09-23 13:00:00,3,1043167,488227,554940,59827,7,9,281,359,-78,-4.9,-0.1,-4.9,-5.6,0.6,No Playoffs,No Superbowl,14,
2018,Carolina Panthers,Cincinnati Bengals,Carolina Panthers,0,Sun,2018-09-23,1:00PM,31,21,377,0,396,4,Panthers,Carolina,Bengals,Cincinnati,2018-09-23 13:00:00,3,1102756,590182,512574,72161,7,9,376,382,-6,-0.4,1.3,0.9,0.1,0.8,No Playoffs,No Superbowl,10,Elite Offense
2018,Atlanta Falcons,New Orleans Saints,New Orleans Saints,0,Sun,2018-09-23,1:00PM,43,37,534,0,407,0,Falcons,Atlanta,Saints,New Orleans,2018-09-23 13:00:00,3,1119143,583184,535959,74457,7,9,414,423,-9,-0.6,0.4,-0.1,2.5,-2.6,No Playoffs,No Superbowl,-6,Elite Offense
2018,Kansas City Chiefs,San Francisco 49ers,Kansas City Chiefs,0,Sun,2018-09-23,1:00PM,38,27,384,0,406,0,Chiefs,Kansas City,49ers,San Francisco,2018-09-23 13:00:00,3,1107376,607780,499596,76023,12,4,565,421,144,9.0,-0.1,8.9,12.6,-3.8,Playoffs,No Superbowl,11,Mid-Tier
2018,Miami Dolphins,Oakland Raiders,Miami Dolphins,0,Sun,2018-09-23,1:00PM,28,20,373,0,434,2,Dolphins,Miami,Raiders,Oakland,2018-09-23 13:00:00,3,1062180,524480,537700,65667,7,9,319,433,-114,-7.1,-1.7,-8.8,-3.6,-5.2,No Playoffs,No Superbowl,8,
2018,Jacksonville Jaguars,Tennessee Titans,Tennessee Titans,0,Sun,2018-09-23,1:00PM,9,6,233,0,232,1,Jaguars,Jacksonville,Titans,Tennessee,2018-09-23 13:00:00,3,1109899,552589,557310,64015,5,11,245,316,-71,-4.4,0.4,-4.0,-8.1,4.0,No Playoffs,No Superbowl,-3,
2018,Los Angeles Rams,Los Angeles Chargers,Los Angeles Rams,0,Sun,2018-09-23,4:05PM,35,23,521,2,356,2,Rams,Los Angeles,Chargers,Los Angeles,2018-09-23 16:05:00,3,1102409,579439,522970,68947,13,3,527,384,143,8.9,-0.4,8.5,9.5,-1.1,Playoffs,No Superbowl,12,Elite Offense
2018,Seattle Seahawks,Dallas Cowboys,Seattle Seahawks,0,Sun,2018-09-23,4:25PM,24,13,295,0,303,3,Seahawks,Seattle,Cowboys,Dallas,2018-09-23 16:25:00,3,1114327,552009,562318,69047,10,6,428,347,81,5.1,-0.6,4.5,3.0,1.5,Playoffs,No Superbowl,11,Elite Offense
2018,Arizona Cardinals,Chicago Bears,Chicago Bears,0,Sun,2018-09-23,4:25PM,16,14,316,2,221,4,Cardinals,Arizona,Bears,Chicago,2018-09-23 16:25:00,3,1018127,496111,522016,62163,3,13,225,425,-200,-12.5,1.0,-11.5,-9.6,-1.9,No Playoffs,No Superbowl,-2,
2018,Detroit Lions,New England Patriots,Detroit Lions,0,Sun,2018-09-23,8:20PM,26,10,414,1,209,1,Lions,Detroit,Patriots,New England,2018-09-23 20:20:00,3,1054328,502061,552267,61769,6,10,324,360,-36,-2.3,-0.8,-3.0,-3.3,0.3,No Playoffs,No Superbowl,16,
2018,Tampa Bay Buccaneers,Pittsburgh Steelers,Pittsburgh Steelers,0,Mon,2018-09-24,8:15PM,30,27,413,1,455,4,Buccaneers,Tampa Bay,Steelers,Pittsburgh,2018-09-24 20:15:00,3,999843,434855,564988,62571,5,11,396,464,-68,-4.3,1.7,-2.6,2.0,-4.6,No Playoffs,No Superbowl,-3,Elite Offense
2018,Los Angeles Rams,Minnesota Vikings,Los Angeles Rams,0,Thu,2018-09-27,8:20PM,38,31,556,0,446,1,Rams,Los Angeles,Vikings,Minnesota,2018-09-27 20:20:00,4,1102409,579439,522970,72027,13,3,527,384,143,8.9,-0.4,8.5,9.5,-1.1,Playoffs,No Superbowl,7,Elite Offense
2018,New England Patriots,Miami Dolphins,New England Patriots,0,Sun,2018-09-30,1:00PM,38,7,449,2,172,2,Patriots,New England,Dolphins,Miami,2018-09-30 13:00:00,4,1068530,527024,541506,65878,11,5,436,325,111,6.9,-1.8,5.2,3.1,2.1,Playoffs,Won Superbowl,31,Elite Offense
2018,Jacksonville Jaguars,New York Jets,Jacksonville Jaguars,0,Sun,2018-09-30,1:00PM,31,12,503,3,178,0,Jaguars,Jacksonville,Jets,New York,2018-09-30 13:00:00,4,1109899,552589,557310,65353,5,11,245,316,-71,-4.4,0.4,-4.0,-8.1,4.0,No Playoffs,No Superbowl,19,
2018,Indianapolis Colts,Houston Texans,Houston Texans,0,Sun,2018-09-30,1:00PM,37,34,466,1,478,2,Colts,Indianapolis,Texans,Houston,2018-09-30 13:00:00,4,1006361,473598,532763,57716,10,6,433,344,89,5.6,-2.2,3.4,3.9,-0.6,Playoffs,No Superbowl,-3,Elite Offense
2018,Green Bay Packers,Buffalo Bills,Green Bay Packers,0,Sun,2018-09-30,1:00PM,22,0,423,2,145,3,Packers,Green Bay,Bills,Buffalo,2018-09-30 13:00:00,4,1163842,622677,541165,78312,6,9,376,400,-24,-1.5,-1.2,-2.7,0.0,-2.7,No Playoffs,No Superbowl,22,
2018,Dallas Cowboys,Detroit Lions,Dallas Cowboys,0,Sun,2018-09-30,1:00PM,26,24,414,0,382,0,Cowboys,Dallas,Lions,Detroit,2018-09-30 13:00:00,4,1303393,732958,570435,90155,10,6,339,324,15,0.9,0.2,1.1,-1.9,2.9,Playoffs,No Superbowl,2,
2018,Chicago Bears,Tampa Bay Buccaneers,Chicago Bears,0,Sun,2018-09-30,1:00PM,48,10,483,0,311,3,Bears,Chicago,Buccaneers,Tampa Bay,2018-09-30 13:00:00,4,1045568,490750,554818,61893,12,4,421,283,138,8.6,-2.3,6.3,1.5,4.8,Playoffs,No Superbowl,38,Elite Offense
2018,Tennessee Titans,Philadelphia Eagles,Tennessee Titans,0,Sun,2018-09-30,1:00PM,26,23,397,1,432,1,Titans,Tennessee,Eagles,Philadelphia,2018-09-30 13:00:00,4,1092094,516161,575933,69013,9,7,310,303,7,0.4,-0.2,0.2,-3.2,3.5,No Playoffs,No Superbowl,3,
2018,Atlanta Falcons,Cincinnati Bengals,Cincinnati Bengals,0,Sun,2018-09-30,1:00PM,37,36,407,1,495,0,Falcons,Atlanta,Bengals,Cincinnati,2018-09-30 13:00:00,4,1119143,583184,535959,71985,7,9,414,423,-9,-0.6,0.4,-0.1,2.5,-2.6,No Playoffs,No Superbowl,-1,Elite Offense
2018,Oakland Raiders,Cleveland Browns,Oakland Raiders,0,Sun,2018-09-30,4:05PM,45,42,565,2,487,4,Raiders,Oakland,Browns,Cleveland,2018-09-30 16:05:00,4,955258,463353,491905,53387,4,12,290,467,-177,-11.1,1.8,-9.3,-5.2,-4.1,No Playoffs,No Superbowl,3,
2018,Arizona Cardinals,Seattle Seahawks,Seattle Seahawks,0,Sun,2018-09-30,4:05PM,20,17,331,0,263,1,Cardinals,Arizona,Seahawks,Seattle,2018-09-30 16:05:00,4,1018127,496111,522016,61845,3,13,225,425,-200,-12.5,1.0,-11.5,-9.6,-1.9,No Playoffs,No Superbowl,-3,
2018,New York Giants,New Orleans Saints,New Orleans Saints,0,Sun,2018-09-30,4:25PM,33,18,389,0,299,2,Giants,New York,Saints,New Orleans,2018-09-30 16:25:00,4,1183132,615525,567607,78213,5,11,369,412,-43,-2.7,0.5,-2.2,0.8,-2.9,No Playoffs,No Superbowl,-15,Elite Offense
2018,Los Angeles Chargers,San Francisco 49ers,Los Angeles Chargers,0,Sun,2018-09-30,4:25PM,29,27,368,1,364,2,Chargers,Los Angeles,49ers,San Francisco,2018-09-30 16:25:00,4,803556,262145,541411,25397,12,4,428,329,99,6.2,-0.2,6.0,3.0,2.9,Playoffs,No Superbowl,2,Elite Offense
2018,Pittsburgh Steelers,Baltimore Ravens,Baltimore Ravens,0,Sun,2018-09-30,8:20PM,26,14,451,1,284,2,Steelers,Pittsburgh,Ravens,Baltimore,2018-09-30 20:20:00,4,1040509,507651,532858,62030,9,6,428,360,68,4.3,1.3,5.6,3.9,1.7,No Playoffs,No Superbowl,-12,Elite Offense
2018,Denver Broncos,Kansas City Chiefs,Kansas City Chiefs,0,Mon,2018-10-01,8:15PM,27,23,446,0,385,1,Broncos,Denver,Chiefs,Kansas City,2018-10-01 20:15:00,4,1092324,611571,480753,76656,6,10,329,349,-20,-1.3,0.7,-0.5,-3.6,3.1,No Playoffs,No Superbowl,-4,
2018,New England Patriots,Indianapolis Colts,New England Patriots,0,Thu,2018-10-04,8:20PM,38,24,438,2,439,3,Patriots,New England,Colts,Indianapolis,2018-10-04 20:20:00,5,1068530,527024,541506,65878,11,5,436,325,111,6.9,-1.8,5.2,3.1,2.1,Playoffs,Won Superbowl,14,Elite Offense
2018,Carolina Panthers,New York Giants,Carolina Panthers,0,Sun,2018-10-07,1:00PM,33,31,350,2,432,3,Panthers,Carolina,Giants,New York,2018-10-07 13:00:00,5,1102756,590182,512574,74221,7,9,376,382,-6,-0.4,1.3,0.9,0.1,0.8,No Playoffs,No Superbowl,2,Elite Offense
2018,Detroit Lions,Green Bay Packers,Detroit Lions,0,Sun,2018-10-07,1:00PM,31,23,264,0,521,3,Lions,Detroit,Packers,Green Bay,2018-10-07 13:00:00,5,1054328,502061,552267,63405,6,10,324,360,-36,-2.3,-0.8,-3.0,-3.3,0.3,No Playoffs,No Superbowl,8,
2018,Cincinnati Bengals,Miami Dolphins,Cincinnati Bengals,0,Sun,2018-10-07,1:00PM,27,17,332,1,297,3,Bengals,Cincinnati,Dolphins,Miami,2018-10-07 13:00:00,5,911289,406028,505261,52708,6,10,368,455,-87,-5.4,2.0,-3.4,0.0,-3.4,No Playoffs,No Superbowl,10,
2018,Pittsburgh Steelers,Atlanta Falcons,Pittsburgh Steelers,0,Sun,2018-10-07,1:00PM,41,17,381,1,324,1,Steelers,Pittsburgh,Falcons,Atlanta,2018-10-07 13:00:00,5,1040509,507651,532858,64781,9,6,428,360,68,4.3,1.3,5.6,3.9,1.7,No Playoffs,No Superbowl,24,Elite Offense
2018,Kansas City Chiefs,Jacksonville Jaguars,Kansas City Chiefs,0,Sun,2018-10-07,1:00PM,30,14,424,2,502,5,Chiefs,Kansas City,Jaguars,Jacksonville,2018-10-07 13:00:00,5,1107376,607780,499596,75289,12,4,565,421,144,9.0,-0.1,8.9,12.6,-3.8,Playoffs,No Superbowl,16,Mid-Tier
2018,Cleveland Browns,Baltimore Ravens,Cleveland Browns,0,Sun,2018-10-07,1:00PM,12,9,416,1,410,2,Browns,Cleveland,Ravens,Baltimore,2018-10-07 13:00:00,5,1045441,526122,519319,67431,7,8,359,392,-33,-2.1,1.7,-0.3,-1.0,0.6,No Playoffs,No Superbowl,3,
2018,New York Jets,Denver Broncos,New York Jets,0,Sun,2018-10-07,1:00PM,34,16,512,2,436,1,Jets,New York,Broncos,Denver,2018-10-07 13:00:00,5,1130823,623856,506967,77982,4,12,333,441,-108,-6.8,-1.1,-7.8,-2.0,-5.9,No Playoffs,No Superbowl,18,
2018,Buffalo Bills,Tennessee Titans,Buffalo Bills,0,Sun,2018-10-07,1:00PM,13,12,223,1,221,3,Bills,Buffalo,Titans,Tennessee,2018-10-07 13:00:00,5,1072899,519695,553204,68202,6,10,269,374,-105,-6.6,-0.3,-6.9,-6.3,-0.6,No Playoffs,No Superbowl,1,
2018,Los Angeles Chargers,Oakland Raiders,Los Angeles Chargers,0,Sun,2018-10-07,4:05PM,26,10,412,0,289,2,Chargers,Los Angeles,Raiders,Oakland,2018-10-07 16:05:00,5,803556,262145,541411,25362,12,4,428,329,99,6.2,-0.2,6.0,3.0,2.9,Playoffs,No Superbowl,16,Elite Offense
2018,San Francisco 49ers,Arizona Cardinals,Arizona Cardinals,0,Sun,2018-10-07,4:25PM,28,18,220,0,447,5,49ers,San Francisco,Cardinals,Arizona,2018-10-07 16:25:00,5,1052454,553190,499264,68337,4,12,342,435,-93,-5.8,0.3,-5.5,-2.5,-3.1,No Playoffs,No Superbowl,-10,
2018,Seattle Seahawks,Los Angeles Rams,Los Angeles Rams,0,Sun,2018-10-07,4:25PM,33,31,468,2,373,0,Seahawks,Seattle,Rams,Los Angeles,2018-10-07 16:25:00,5,1114327,552009,562318,68893,10,6,428,347,81,5.1,-0.6,4.5,3.0,1.5,Playoffs,No Superbowl,-2,Elite Offense
2018,Philadelphia Eagles,Minnesota Vikings,Minnesota Vikings,0,Sun,2018-10-07,4:25PM,23,21,375,1,364,2,Eagles,Philadelphia,Vikings,Minnesota,2018-10-07 16:25:00,5,1149737,557568,592169,69696,9,7,367,348,19,1.2,0.5,1.7,0.0,1.8,Playoffs,No Superbowl,-2,
2018,Houston Texans,Dallas Cowboys,Houston Texans,0,Sun,2018-10-07,8:20PM,19,16,462,2,292,2,Texans,Houston,Cowboys,Dallas,2018-10-07 20:20:00,5,1112480,574439,538041,72008,11,5,402,316,86,5.4,-1.5,3.8,2.4,1.4,Playoffs,No Superbowl,3,Elite Offense
2018,New Orleans Saints,Washington Redskins,New Orleans Saints,0,Mon,2018-10-08,8:15PM,43,19,447,1,283,2,Saints,New Orleans,Redskins,Washington,2018-10-08 20:15:00,5,1147700,584411,563289,73028,13,3,504,353,151,9.4,0.6,10.1,7.9,2.2,Playoffs,No Superbowl,24,Elite Offense
2018,New York Giants,Philadelphia Eagles,Philadelphia Eagles,0,Thu,2018-10-11,8:20PM,34,13,379,0,401,1,Giants,New York,Eagles,Philadelphia,2018-10-11 20:20:00,6,1183132,615525,567607,77167,5,11,369,412,-43,-2.7,0.5,-2.2,0.8,-2.9,No Playoffs,No Superbowl,-21,Elite Offense
2018,Miami Dolphins,Chicago Bears,Miami Dolphins,0,Sun,2018-10-14,1:00PM,31,28,541,3,467,3,Dolphins,Miami,Bears,Chicago,2018-10-14 13:00:00,6,1062180,524480,537700,65791,7,9,319,433,-114,-7.1,-1.7,-8.8,-3.6,-5.2,No Playoffs,No Superbowl,3,
2018,Washington Redskins,Carolina Panthers,Washington Redskins,0,Sun,2018-10-14,1:00PM,23,17,288,0,350,3,Redskins,Washington,Panthers,Carolina,2018-10-14 13:00:00,6,1043167,488227,554940,60482,7,9,281,359,-78,-4.9,-0.1,-4.9,-5.6,0.6,No Playoffs,No Superbowl,6,
2018,New York Jets,Indianapolis Colts,New York Jets,0,Sun,2018-10-14,1:00PM,42,34,374,2,428,4,Jets,New York,Colts,Indianapolis,2018-10-14 13:00:00,6,1130823,623856,506967,77982,4,12,333,441,-108,-6.8,-1.1,-7.8,-2.0,-5.9,No Playoffs,No Superbowl,8,
2018,Houston Texans,Buffalo Bills,Houston Texans,0,Sun,2018-10-14,1:00PM,20,13,216,3,229,3,Texans,Houston,Bills,Buffalo,2018-10-14 13:00:00,6,1112480,574439,538041,71638,11,5,402,316,86,5.4,-1.5,3.8,2.4,1.4,Playoffs,No Superbowl,7,Elite Offense
2018,Oakland Raiders,Seattle Seahawks,Seattle Seahawks,0,Sun,2018-10-14,1:00PM,27,3,369,1,185,2,Raiders,Oakland,Seahawks,Seattle,2018-10-14 13:00:00,6,955258,463353,491905,84922,4,12,290,467,-177,-11.1,1.8,-9.3,-5.2,-4.1,No Playoffs,No Superbowl,-24,
2018,Cincinnati Bengals,Pittsburgh Steelers,Pittsburgh Steelers,0,Sun,2018-10-14,1:00PM,28,21,481,0,275,0,Bengals,Cincinnati,Steelers,Pittsburgh,2018-10-14 13:00:00,6,911289,406028,505261,60594,6,10,368,455,-87,-5.4,2.0,-3.4,0.0,-3.4,No Playoffs,No Superbowl,-7,
2018,Minnesota Vikings,Arizona Cardinals,Minnesota Vikings,0,Sun,2018-10-14,1:00PM,27,17,411,2,268,2,Vikings,Minnesota,Cardinals,Arizona,2018-10-14 13:00:00,6,1090834,534491,556343,66801,8,7,360,341,19,1.2,-0.6,0.6,-1.2,1.8,No Playoffs,No Superbowl,10,
2018,Atlanta Falcons,Tampa Bay Buccaneers,Atlanta Falcons,0,Sun,2018-10-14,1:00PM,34,29,417,0,510,2,Falcons,Atlanta,Buccaneers,Tampa Bay,2018-10-14 13:00:00,6,1119143,583184,535959,72665,7,9,414,423,-9,-0.6,0.4,-0.1,2.5,-2.6,No Playoffs,No Superbowl,5,Elite Offense
2018,Cleveland Browns,Los Angeles Chargers,Los Angeles Chargers,0,Sun,2018-10-14,1:00PM,38,14,449,1,317,2,Browns,Cleveland,Chargers,Los Angeles,2018-10-14 13:00:00,6,1045441,526122,519319,67431,7,8,359,392,-33,-2.1,1.7,-0.3,-1.0,0.6,No Playoffs,No Superbowl,-24,
2018,Denver Broncos,Los Angeles Rams,Los Angeles Rams,0,Sun,2018-10-14,4:05PM,23,20,444,1,357,1,Broncos,Denver,Rams,Los Angeles,2018-10-14 16:05:00,6,1092324,611571,480753,76109,6,10,329,349,-20,-1.3,0.7,-0.5,-3.6,3.1,No Playoffs,No Superbowl,-3,
2018,Tennessee Titans,Baltimore Ravens,Baltimore Ravens,0,Sun,2018-10-14,4:25PM,21,0,361,1,106,0,Titans,Tennessee,Ravens,Baltimore,2018-10-14 16:25:00,6,1092094,516161,575933,64441,9,7,310,303,7,0.4,-0.2,0.2,-3.2,3.5,No Playoffs,No Superbowl,-21,
2018,Dallas Cowboys,Jacksonville Jaguars,Dallas Cowboys,0,Sun,2018-10-14,4:25PM,40,7,378,0,204,2,Cowboys,Dallas,Jaguars,Jacksonville,2018-10-14 16:25:00,6,1303393,732958,570435,90767,10,6,339,324,15,0.9,0.2,1.1,-1.9,2.9,Playoffs,No Superbowl,33,
2018,New England Patriots,Kansas City Chiefs,New England Patriots,0,Sun,2018-10-14,8:20PM,43,40,500,1,446,2,Patriots,New England,Chiefs,Kansas City,2018-10-14 20:20:00,6,1068530,527024,541506,65878,11,5,436,325,111,6.9,-1.8,5.2,3.1,2.1,Playoffs,Won Superbowl,3,Elite Offense
2018,Green Bay Packers,San Francisco 49ers,Green Bay Packers,0,Mon,2018-10-15,8:15PM,33,30,521,0,401,3,Packers,Green Bay,49ers,San Francisco,2018-10-15 20:15:00,6,1163842,622677,541165,77642,6,9,376,400,-24,-1.5,-1.2,-2.7,0.0,-2.7,No Playoffs,No Superbowl,3,
2018,Arizona Cardinals,Denver Broncos,Denver Broncos,0,Thu,2018-10-18,8:20PM,45,10,309,1,223,5,Cardinals,Arizona,Broncos,Denver,2018-10-18 20:20:00,7,1018127,496111,522016,62359,3,13,225,425,-200,-12.5,1.0,-11.5,-9.6,-1.9,No Playoffs,No Superbowl,-35,
2018,Los Angeles Chargers,Tennessee Titans,Los Angeles Chargers,0,Sun,2018-10-21,9:30AM,20,19,344,0,390,1,Chargers,Los Angeles,Titans,Tennessee,2018-10-21 09:30:00,7,803556,262145,541411,84301,12,4,428,329,99,6.2,-0.2,6.0,3.0,2.9,Playoffs,No Superbowl,1,Elite Offense
2018,Philadelphia Eagles,Carolina Panthers,Carolina Panthers,0,Sun,2018-10-21,1:00PM,21,17,371,0,342,1,Eagles,Philadelphia,Panthers,Carolina,2018-10-21 13:00:00,7,1149737,557568,592169,69696,9,7,367,348,19,1.2,0.5,1.7,0.0,1.8,Playoffs,No Superbowl,-4,
2018,Miami Dolphins,Detroit Lions,Detroit Lions,0,Sun,2018-10-21,1:00PM,32,21,457,0,322,0,Dolphins,Miami,Lions,Detroit,2018-10-21 13:00:00,7,1062180,524480,537700,65265,7,9,319,433,-114,-7.1,-1.7,-8.8,-3.6,-5.2,No Playoffs,No Superbowl,-11,
2018,Chicago Bears,New England Patriots,New England Patriots,0,Sun,2018-10-21,1:00PM,38,31,381,3,453,2,Bears,Chicago,Patriots,New England,2018-10-21 13:00:00,7,1045568,490750,554818,62389,12,4,421,283,138,8.6,-2.3,6.3,1.5,4.8,Playoffs,No Superbowl,-7,Elite Offense
2018,New York Jets,Minnesota Vikings,Minnesota Vikings,0,Sun,2018-10-21,1:00PM,37,17,316,0,263,4,Jets,New York,Vikings,Minnesota,2018-10-21 13:00:00,7,1130823,623856,506967,77982,4,12,333,441,-108,-6.8,-1.1,-7.8,-2.0,-5.9,No Playoffs,No Superbowl,-20,
2018,Tampa Bay Buccaneers,Cleveland Browns,Tampa Bay Buccaneers,0,Sun,2018-10-21,1:00PM,26,23,456,4,305,1,Buccaneers,Tampa Bay,Browns,Cleveland,2018-10-21 13:00:00,7,999843,434855,564988,53682,5,11,396,464,-68,-4.3,1.7,-2.6,2.0,-4.6,No Playoffs,No Superbowl,3,Elite Offense
2018,Indianapolis Colts,Buffalo Bills,Indianapolis Colts,0,Sun,2018-10-21,1:00PM,37,5,376,0,303,5,Colts,Indianapolis,Bills,Buffalo,2018-10-21 13:00:00,7,1006361,473598,532763,56848,10,6,433,344,89,5.6,-2.2,3.4,3.9,-0.6,Playoffs,No Superbowl,32,Elite Offense
2018,Jacksonville Jaguars,Houston Texans,Houston Texans,0,Sun,2018-10-21,1:00PM,20,7,272,0,259,3,Jaguars,Jacksonville,Texans,Houston,2018-10-21 13:00:00,7,1109899,552589,557310,66534,5,11,245,316,-71,-4.4,0.4,-4.0,-8.1,4.0,No Playoffs,No Superbowl,-13,
